Region	Location	Date	Year	Month	Day	Week	Indiv	Height_cm	NumLeaves	NumInfl.	Pods_num	NumAphidsPods	Top	Middle	Bottom	NumCaterpillars	AvgAphidsPerLeaf	Total_aphids_leaves
Eastern	5	7/14/2019	2019	7	14	6	1	96	24	3	0	0	0	1	7	0	2.666666667	8
Eastern	3	7/21/2019	2019	7	21	7	1	89	37	1	0	0	4	4	0	0	2.666666667	8
Eastern	Cherry_Valley_A	7/25/2019	2019	7	25	8	3	151	59	0	0	0	2	4	2	0	2.666666667	8
Eastern	Forevergreen_	7/10/2019	2019	7	10	6	1	113	17	0	0	0	2	3	4	0	3	9
Eastern	Cherry_Valley_A	7/15/2019	2019	7	15	7	10	121	30	0	11	0	1	0	8	0	3	9
Eastern	Forevergreen_	7/15/2019	2019	7	15	7	6	111	25	0	3	0	4	1	4	0	3	9
Eastern	Cherry_Valley_B	7/1/2019	2019	7	1	5	7	109	20	2	0	9	6	3	1	0	3.333333333	10
Eastern	Cherry_Valley_B	7/1/2019	2019	7	1	5	10	116	25	3	0	9	1	3	6	0	3.333333333	10
Eastern	Cherry_Valley_A	7/15/2019	2019	7	15	7	9	121	35	0	0	0	0	7	3	0	3.333333333	10
Eastern	5	7/14/2019	2019	7	14	6	10	87	34	1	0	0	0	1	10	0	3.666666667	11
Eastern	5	7/21/2019	2019	7	21	7	1	91	24	0	3	0	0	0	11	2	3.666666667	11
Eastern	Cherry_Valley_A	7/25/2019	2019	7	25	8	9	129	42	0	0	0	3	6	2	0	3.666666667	11
Eastern	Cherry_Valley_B	7/29/2019	2019	7	29	8	10	147	31	0	2	0	2	1	8	0	3.666666667	11
Eastern	Forevergreen_	7/25/2019	2019	7	25	8	6	115	23	0	3	0	3	2	6	0	3.666666667	11
Eastern	Forevergreen_	7/1/2019	2019	7	1	5	1	105	18	2	0	12	6	4	2	0	4	12
Eastern	Cherry_Valley_A	7/29/2019	2019	7	29	8	6	128	37	0	10	0	2	5	5	0	4	12
Eastern	Cherry_Valley_B	7/1/2019	2019	7	1	5	3	135	42	5	0	13	3	6	4	0	4.333333333	13
Eastern	Cherry_Valley_A	7/29/2019	2019	7	29	8	10	131	27	0	9	0	3	6	4	1	4.333333333	13
Eastern	Forevergreen_	7/15/2019	2019	7	15	7	5	101	20	0	2	0	9	5	0	0	4.666666667	14
Eastern	Cherry_Valley_B	7/1/2019	2019	7	1	5	2	130	31	4	0	15	4	6	5	0	5	15
Eastern	Cherry_Valley_B	7/15/2019	2019	7	15	7	7	109	21	0	4	0	2	5	8	0	5	15
Eastern	Cherry_Valley_B	7/15/2019	2019	7	15	7	4	116	22	0	1	0	4	1	11	0	5.333333333	16
Eastern	Cherry_Valley_B	7/1/2019	2019	7	1	5	5	114	29	3	0	18	1	12	5	0	6	18
Eastern	Cherry_Valley_B	7/1/2019	2019	7	1	5	9	91	22	0	0	18	5	6	7	0	6	18
Eastern	Forevergreen_	7/10/2019	2019	7	10	6	4	108	19	0	0	0	14	5	0	0	6.333333333	19
Eastern	Cherry_Valley_B	7/15/2019	2019	7	15	7	8	113	24	0	0	0	2	11	6	0	6.333333333	19
Eastern	Cherry_Valley_B	7/1/2019	2019	7	1	5	1	119	50	5	0	21	1	6	14	0	7	21
Eastern	Cherry_Valley_B	7/15/2019	2019	7	15	7	6	122	22	0	2	0	4	3	14	0	7	21
Eastern	Cherry_Valley_B	7/25/2019	2019	7	25	8	8	119	24	0	0	0	3	14	5	0	7.333333333	22
Eastern	Cherry_Valley_B	7/15/2019	2019	7	15	7	5	129	32	0	2	0	2	6	15	0	7.666666667	23
Eastern	5	7/14/2019	2019	7	14	6	4	69	28	2	0	0	14	1	9	0	8	24
Eastern	Cherry_Valley_B	7/15/2019	2019	7	15	7	10	135	31	0	2	0	3	2	19	0	8	24
Eastern	Cherry_Valley_B	7/29/2019	2019	7	29	8	8	118	26	0	0	0	0	13	11	0	8	24
Eastern	5	7/7/2019	2019	7	7	5	5	49	24	0	0	0	0	13	12	0	8.333333333	25
Eastern	3	7/7/2019	2019	7	7	5	1	86	36	4	0	0	4	22	0	0	8.666666667	26
Eastern	Cherry_Valley_B	7/15/2019	2019	7	15	7	9	105	22	0	0	0	3	17	7	0	9	27
Eastern	Cherry_Valley_B	7/25/2019	2019	7	25	8	9	105	23	0	0	0	12	9	7	0	9.333333333	28
Eastern	Cherry_Valley_B	7/1/2019	2019	7	1	5	8	107	20	1	0	30	8	12	10	0	10	30
Eastern	Cherry_Valley_B	7/25/2019	2019	7	25	8	10	134	31	0	2	0	9	13	10	0	10.66666667	32
Eastern	Cherry_Valley_B	7/25/2019	2019	7	25	8	7	118	19	0	4	0	8	10	16	0	11.33333333	34
Eastern	5	7/21/2019	2019	7	21	7	5	56	24	0	0	0	7	28	0	0	11.66666667	35
Eastern	Cherry_Valley_B	7/25/2019	2019	7	25	8	6	124	22	0	2	0	3	28	8	0	13	39
Eastern	3	7/16/2019	2019	7	16	7	1	88	35	6	0	0	10	19	23	0	17.33333333	52
Eastern	Cherry_Valley_B	7/29/2019	2019	7	29	8	9	106	23	0	0	0	0	44	8	0	17.33333333	52
Eastern	Cherry_Valley_B	7/29/2019	2019	7	29	8	7	112	19	0	4	0	9	17	28	0	18	54
Eastern	Cherry_Valley_B	7/29/2019	2019	7	29	8	6	125	22	0	2	0	8	36	16	0	20	60
Eastern	5	7/14/2019	2019	7	14	6	5	57	21	0	0	0	2	47	18	0	22.33333333	67
Eastern	Cherry_Valley_B	7/25/2019	2019	7	25	8	4	115	22	0	1	0	5	41	26	0	24	72
Eastern	Cherry_Valley_B	7/25/2019	2019	7	25	8	5	130	33	0	2	0	7	25	43	0	25	75
Eastern	Cherry_Valley_B	7/25/2019	2019	7	25	8	2	179	33	0	4	0	12	38	34	0	28	84
Eastern	Cherry_Valley_B	7/25/2019	2019	7	25	8	3	183	41	0	5	0	14	11	82	0	35.66666667	107
Eastern	Cherry_Valley_B	7/15/2019	2019	7	15	7	1	135	55	0	1	0	4	54	56	0	38	114
Eastern	Cherry_Valley_B	7/29/2019	2019	7	29	8	5	131	33	0	2	0	10	61	47	0	39.33333333	118
Eastern	Cherry_Valley_B	7/15/2019	2019	7	15	7	3	140	45	0	5	0	12	28	82	0	40.66666667	122
Eastern	Cherry_Valley_B	7/29/2019	2019	7	29	8	2	134	32	0	4	0	56	73	15	0	48	144
Eastern	Cherry_Valley_B	7/15/2019	2019	7	15	7	2	137	31	0	4	0	30	51	84	0	55	165
Eastern	Cherry_Valley_B	7/29/2019	2019	7	29	8	3	136	41	0	5	0	32	30	118	0	60	180
Eastern	Cherry_Valley_B	7/29/2019	2019	7	29	8	4	116	22	0	1	0	11	72	102	1	61.66666667	185
Eastern	Cherry_Valley_B	7/25/2019	2019	7	25	8	1	178	60	0	1	0	118	49	40	0	69	207
Eastern	Cherry_Valley_B	7/29/2019	2019	7	29	8	1	179	66	0	1	0	96	69	91	0	85.33333333	256
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
