Region	State	Observers	Location	Date	Year	Month	Day	Indiv	Height_cm	NumLeaves	NumInfl.	Pods_num	NumAphidsPods	Top	Middle	Bottom	NumCaterpillars	AvgAphidsPerLeaf	Total_aphids_leaves
Midwest	MI	Patrick	11	17-Sep-20	2020	9	17	10	36	11	0	0	0	0	0	0	0	0	0
Midwest	MI	Patrick	11	27-Sep-20	2020	9	27	1	133	9	0	8	0	0	0	0	0	0	0
Midwest	MI	Patrick	11	27-Sep-20	2020	9	27	2	109	12	0	0	0	0	0	0	0	0	0
Midwest	MI	Patrick	11	27-Sep-20	2020	9	27	3	120	22	0	0	0	0	0	0	0	0	0
Midwest	MI	Patrick	11	27-Sep-20	2020	9	27	4	134	2	0	5	0	0	0	0	0	0	0
Midwest	MI	Patrick	11	27-Sep-20	2020	9	27	5	140	2	0	5	3	0	0	0	0	0	0
Midwest	MI	Patrick	11	27-Sep-20	2020	9	27	6	96	11	0	0	0	0	0	0	0	0	0
Midwest	MI	Patrick	11	27-Sep-20	2020	9	27	7	112	19	0	0	0	0	0	0	0	0	0
Midwest	MI	Patrick	11	27-Sep-20	2020	9	27	8	119	20	0	0	0	0	0	0	0	0	0
Midwest	MI	Patrick	11	27-Sep-20	2020	9	27	9	150	4	0	7	0	0	0	0	0	0	0
Midwest	MI	Katie	15	12-Sep-18	2018	9	12	1	112.1	21	0	13	0	1	0	1	0	0.666666667	2
Midwest	MI	Katie	15	12-Sep-18	2018	9	12	2	109.6	26	0	5	0	0	0	0	0	0	0
Midwest	MI	Katie	15	12-Sep-18	2018	9	12	3	127	6	0	10	0	0	0	0	0	0	0
Midwest	MI	Katie	15	12-Sep-18	2018	9	12	4	139.2	13	0	16	0	1	1	2	0	1.333333333	4
Midwest	MI	Katie	15	12-Sep-18	2018	9	12	5	86.4	11	0	6	0	0	0	11	0	3.666666667	11
Midwest	MI	Katie	15	12-Sep-18	2018	9	12	6	128	16	0	9	0	0	0	3	0	1	3
Midwest	MI	Katie	15	12-Sep-18	2018	9	12	7	122.1	13	0	10	0	0	0	0	0	0	0
Midwest	MI	Katie	15	12-Sep-18	2018	9	12	8	112.1	23	0	7	1	0	0	0	0	0	0
Midwest	MI	Katie	15	12-Sep-18	2018	9	12	9	117.5	28	0	11	0	1	3	31	0	11.66666667	35
Midwest	MI	Katie	15	12-Sep-18	2018	9	12	10	102.2	13	0	5	0	2	0	0	0	0.666666667	2
Midwest	MI	Katie	16	12-Sep-18	2018	9	12	1	102.5	16	0	0	0	1	17	16	0	11.33333333	34
Midwest	MI	Katie	16	12-Sep-18	2018	9	12	2	140.2	10	0	5	0	0	0	3	0	1	3
Midwest	MI	Katie	16	12-Sep-18	2018	9	12	3	132.5	12	0	4	0	2	0	1	0	1	3
Midwest	MI	Katie	16	12-Sep-18	2018	9	12	4	121.2	11	0	5	3	0	0	0	0	0	0
Midwest	MI	Katie	16	12-Sep-18	2018	9	12	5	105	26	0	0	0	0	0	0	0	0	0
Midwest	MI	Katie	16	12-Sep-18	2018	9	12	6	96.1	21	0	0	0	0	0	1	1	0.333333333	1
Midwest	MI	Katie	16	12-Sep-18	2018	9	12	7	52.1	19	0	0	0	6	11	4	1	7	21
Midwest	MI	Katie	17	8-Sep-18	2018	9	8	1	104.5	21	0	0	0	8	44	74	0	42	126
Midwest	MI	Katie	17	8-Sep-18	2018	9	8	2	130.3	12	0	9	51	44	112	61	0	72.33333333	217
Midwest	MI	Katie	17	8-Sep-18	2018	9	8	3	76.2	18	0	0	0	3	1	2	0	2	6
Midwest	MI	Katie	17	8-Sep-18	2018	9	8	4	143.7	16	0	9	89	2	26	7	0	11.66666667	35
Midwest	MI	Katie	17	8-Sep-18	2018	9	8	5	150.4	16	0	12	94	7	20	22	0	16.33333333	49
Midwest	MI	Katie	17	8-Sep-18	2018	9	8	6	152.5	22	0	14	33	17	27	0	0	14.66666667	44
Midwest	MI	Katie	17	8-Sep-18	2018	9	8	7	162.4	24	0	14	83	4	1	0	0	1.666666667	5
Midwest	MI	Katie	17	8-Sep-18	2018	9	8	8	107.2	19	0	5	88	0	0	2	0	0.666666667	2
Midwest	MI	Katie	17	8-Sep-18	2018	9	8	9	139.6	19	0	9	126	38	42	14	0	31.33333333	94
Midwest	MI	Katie	17	8-Sep-18	2018	9	8	10	112.4	14	0	4	4	2	1	0	0	1	3
Midwest	MI	Katie	18	14-Sep-18	2018	9	14	1	124.5	20	0	5	0	0	0	0	0	0	0
Midwest	MI	Katie	18	14-Sep-18	2018	9	14	2	101.4	11	0	4	44	0	1	0	0	0.333333333	1
Midwest	MI	Katie	18	14-Sep-18	2018	9	14	3	137.4	23	0	7	0	1	0	2	0	1	3
Midwest	MI	Katie	18	14-Sep-18	2018	9	14	4	123.3	13	0	5	0	0	0	1	0	0.333333333	1
Midwest	MI	Katie	18	14-Sep-18	2018	9	14	5	101.2	12	0	4	0	0	0	0	0	0	0
Midwest	MI	Katie	18	14-Sep-18	2018	9	14	6	122.2	11	0	5	0	0	0	0	0	0	0
Midwest	MI	Katie	18	14-Sep-18	2018	9	14	7	103.5	13	0	3	0	0	0	0	0	0	0
Midwest	MI	Katie	18	14-Sep-18	2018	9	14	8	110.4	12	0	3	0	0	0	0	0	0	0
Midwest	MI	Katie	18	14-Sep-18	2018	9	14	9	116.1	13	0	3	0	0	0	0	0	0	0
Midwest	MI	Katie	18	14-Sep-18	2018	9	14	10	151.2	7	0	10	0	0	0	0	0	0	0
Midwest	MI	Katie	19	14-Sep-18	2018	9	14	1	77.1	8	0	3	0	0	0	0	0	0	0
Midwest	MI	Katie	19	14-Sep-18	2018	9	14	2	57	15	0	0	0	0	0	0	0	0	0
Midwest	MI	Katie	19	14-Sep-18	2018	9	14	3	51.4	13	0	0	0	0	0	0	0	0	0
Midwest	MI	Katie	19	14-Sep-18	2018	9	14	4	71.1	7	0	1	0	0	0	0	0	0	0
Midwest	MI	Katie	19	14-Sep-18	2018	9	14	5	48.2	8	0	0	0	0	0	0	0	0	0
Midwest	MI	Katie	19	14-Sep-18	2018	9	14	6	88.2	17	0	1	0	1	11	3	0	5	15
Midwest	MI	Katie	20	14-Sep-18	2018	9	14	1	108.2	31	0	0	0	3	6	1	0	3.333333333	10
Midwest	MI	Katie	20	14-Sep-18	2018	9	14	2	87.6	22	0	0	0	0	0	5	0	1.666666667	5
Midwest	MI	Katie	20	14-Sep-18	2018	9	14	3	122.2	26	0	0	0	1	0	1	0	0.666666667	2
Midwest	MI	Katie	20	14-Sep-18	2018	9	14	4	123.4	28	0	0	0	1	9	0	0	3.333333333	10
Midwest	MI	Katie	20	14-Sep-18	2018	9	14	5	105.6	26	0	0	0	30	0	0	0	10	30
Midwest	MI	Katie	20	14-Sep-18	2018	9	14	6	92.6	24	0	0	0	0	3	0	0	1	3
Midwest	MI	Katie	20	14-Sep-18	2018	9	14	7	80.6	19	0	0	0	0	0	0	0	0	0
Midwest	MI	Katie	20	14-Sep-18	2018	9	14	8	69.4	17	0	0	0	7	0	0	0	2.333333333	7
Midwest	MI	Katie	20	14-Sep-18	2018	9	14	9	64	15	0	0	0	40	0	2	0	14	42
Midwest	MI	Katie	20	14-Sep-18	2018	9	14	10	107.6	18	0	0	0	0	11	0	0	3.666666667	11
Midwest	MI	Kaley	21	9-Sep-20	2020	9	9	1	171	50	0	11	7	5	14	27	0	15.33333333	46
Midwest	MI	Kaley	22	10-Sep-20	2020	9	10	1	133	37	0	2	0	0	0	0	0	0	0
Midwest	MI	Kaley	22	10-Sep-20	2020	9	10	2	87	6	0	2	0	0	0	0	0	0	0
Midwest	MI	Kaley	22	10-Sep-20	2020	9	10	3	93	1	0	2	0	0	0	0	0	0	0
Midwest	MI	Kaley	23	10-Sep-20	2020	9	10	1	91	29	0	3	0	0	0	0	0	0	0
Midwest	MI	Kaley	23	10-Sep-20	2020	9	10	2	109	34	0	4	0	0	0	0	0	0	0
Midwest	MI	Kaley	23	10-Sep-20	2020	9	10	3	154	19	0	13	0	0	0	0	0	0	0
Midwest	MI	Kaley	23	10-Sep-20	2020	9	10	4	110	25	0	7	0	0	0	0	0	0	0
Midwest	MI	Kaley	23	10-Sep-20	2020	9	10	5	171	29	0	2	167	64	46	0	1	36.66666667	110
Midwest	MI	Kaley	23	10-Sep-20	2020	9	10	6	160	15	0	12	0	2	6	0	0	2.666666667	8
Midwest	MI	Kaley	23	10-Sep-20	2020	9	10	7	175	14	0	6	0	0	0	0	0	0	0
Midwest	MI	Kaley	23	10-Sep-20	2020	9	10	8	116	24	0	3	33	47	0	0	0	15.66666667	47
Midwest	MI	Kaley	24	6-Sep-20	2020	9	6	1	87	6	0	2	1	2	0	0	0	0.666666667	2
Midwest	MI	Kaley	24	6-Sep-20	2020	9	6	2	105	3	0	4	0	0	0	0	0	0	0
Midwest	MI	Kaley	24	6-Sep-20	2020	9	6	3	1	23	0	11	1	6	3	0	0	3	9
Midwest	MI	Kaley	24	6-Sep-20	2020	9	6	4	135	39	0	14	0	10	7	0	0	5.666666667	17
Midwest	MI	Kaley	24	6-Sep-20	2020	9	6	5	98	6	0	8	2	0	0	0	0	0	0
Midwest	MI	Kaley	24	6-Sep-20	2020	9	6	6	143	45	0	16	1	12	0	0	0	4	12
Midwest	MI	Kaley	24	6-Sep-20	2020	9	6	7	134	39	0	11	0	1	0	0	0	0.333333333	1
Midwest	MI	Kaley	24	6-Sep-20	2020	9	6	8	60	4	0	6	0	0	0	0	0	0	0
Midwest	MI	Kaley	25	16-Sep-20	2020	9	16	1	200	21	0	2	53	10	0	0	0	3.333333333	10
Midwest	MI	Kaley	25	16-Sep-20	2020	9	16	2	27	50	0	8	10	10	9	0	0	6.333333333	19
Midwest	MI	Kaley	25	16-Sep-20	2020	9	16	3	135	16	0	2	0	0	0	0	0	0	0
Midwest	MI	Kaley	25	16-Sep-20	2020	9	16	4	190	61	0	9	11	0	0	0	0	0	0
Midwest	MI	Kaley	25	16-Sep-20	2020	9	16	5	123	20	0	5	0	0	0	0	0	0	0
Midwest	MI	Kaley	25	16-Sep-20	2020	9	16	6	116	19	0	4	0	0	0	0	0	0	0
Midwest	MI	Kaley	25	16-Sep-20	2020	9	16	7	150	30	0	2	0	0	0	0	0	0	0
Midwest	MI	Kaley	26	16-Sep-20	2020	9	16	1	100	14	0	4	0	0	0	0	0	0	0
Midwest	MI	Kaley	26	16-Sep-20	2020	9	16	2	73	15	0	1	0	0	0	0	0	0	0
Midwest	MI	Kaley	27	16-Sep-20	2020	9	16	1	105	5	0	1	0	0	0	0	0	0	0
Midwest	MI	Kaley	27	16-Sep-20	2020	9	16	2	110	10	0	1	0	0	0	0	0	0	0
Midwest	MI	Kaley	27	16-Sep-20	2020	9	16	3	109	4	0	4	0	0	0	0	0	0	0
Midwest	MI	Kaley	27	16-Sep-20	2020	9	16	4	78	8	0	1	0	0	0	0	0	0	0
Midwest	MI	Kaley	27	16-Sep-20	2020	9	16	5	107	19	0	1	0	0	0	0	0	0	0
Midwest	MI	Kaley	28	16-Sep-20	2020	9	16	1	100	9	0	1	0	0	0	0	0	0	0
Midwest	MI	Kaley	29	16-Sep-20	2020	9	16	1	88	19	0	2	0	0	0	0	0	0	0
Midwest	MI	Kaley	29	16-Sep-20	2020	9	16	2	76	16	0	2	0	0	0	0	0	0	0
Midwest	MI	Kaley	30	16-Sep-20	2020	9	16	1	103	14	0	4	0	0	0	0	0	0	0
Midwest	MI	Kaley	30	16-Sep-20	2020	9	16	2	73	15	0	1	0	0	0	0	0	0	0
Midwest	MI	Patrick	12	3-Oct-20	2020	10	3	1	70	15	0	2	0	0	0	0	0	0	0
Midwest	MI	Patrick	12	3-Oct-20	2020	10	3	2	90	18	0	3	0	0	0	0	0	0	0
Midwest	MI	Patrick	12	3-Oct-20	2020	10	3	3	82	19	0	0	0	0	0	0	0	0	0
Midwest	MI	Patrick	12	3-Oct-20	2020	10	3	4	103	16	0	0	0	0	0	0	0	0	0
Midwest	MI	Patrick	12	3-Oct-20	2020	10	3	5	97	17	0	1	0	0	0	0	0	0	0
Midwest	MI	Patrick	12	3-Oct-20	2020	10	3	6	111	15	0	2	0	0	0	0	0	0	0
Midwest	MI	Patrick	13	4-Oct-20	2020	10	4	1	72	9	0	0	0	0	0	0	0	0	0
Midwest	MI	Patrick	13	4-Oct-20	2020	10	4	2	87	7	0	0	0	0	0	0	0	0	0
Midwest	MI	Patrick	13	4-Oct-20	2020	10	4	3	36	5	0	0	0	0	0	0	0	0	0
Midwest	MI	Patrick	14	4-Oct-20	2020	10	4	1	86	9	0	0	0	0	0	0	0	0	0
Midwest	MI	Patrick	14	4-Oct-20	2020	10	4	2	81	6	0	0	0	0	0	0	0	0	0
Midwest	MI	Patrick	14	4-Oct-20	2020	10	4	3	94	7	0	0	0	0	0	0	0	0	0
Midwest	MI	Patrick	14	4-Oct-20	2020	10	4	4	62	8	0	0	0	0	0	0	0	0	0
Midwest	MI	Patrick	14	4-Oct-20	2020	10	4	5	69	6	0	0	0	0	0	0	0	0	0
East	PA	Liz	ESU_Pavillion_Hill	8/30/2018	2018	8	30	1	120	27	0	2	0	33	0	5	0	12.66666667	38
East	PA	Liz	ESU_Pavillion_Hill	8/30/2018	2018	8	30	2	105	21	0	1	0	0	0	0	0	0	0
East	PA	Liz	ESU_Pavillion_Hill	8/30/2018	2018	8	30	3	89	27	0	1	0	0	9	0	0	3	9
East	PA	Liz	ESU_Pavillion_Hill	8/30/2018	2018	8	30	4	101	24	0	1	0	0	1	2	0	1	3
East	PA	Liz	ESU_Pavillion_Hill	8/30/2018	2018	8	30	5	131	41	0	0	0	7	18	0	0	8.333333333	25
East	PA	Liz	Cherry_Valley_Golf	9/6/2018	2018	9	6	1	67	144	0	0	0	18	84	21	4	41	123
East	PA	Liz	Cherry_Valley_Golf	9/6/2018	2018	9	6	2	46	134	1	0	0	2	0	0	2	0.666666667	2
East	PA	Liz	Cherry_Valley_Golf	9/6/2018	2018	9	6	3	55	16	1	0	0	0	3	5	0	2.666666667	8
East	PA	Liz	Cherry_Valley_Golf	9/6/2018	2018	9	6	4	46	111	2	2	0	0	0	2	0	0.666666667	2
East	PA	Liz	Cherry_Valley_Golf	9/6/2018	2018	9	6	5	39	18	0	0	0	44	49	0	0	31	93
East	PA	Liz	ForEvergreen_Roadside	9/13/2018	2018	9	13	1	58	16	0	0	0	0	0	0	0	0	0
East	PA	Liz	ForEvergreen_Roadside	9/13/2018	2018	9	13	2	66	15	0	0	0	0	0	0	0	0	0
East	PA	Liz	ForEvergreen_Roadside	9/13/2018	2018	9	13	3	93	14	0	0	0	1	0	0	0	0.333333333	1
East	PA	Liz	ForEvergreen_Roadside	9/13/2018	2018	9	13	4	94	6	0	3	0	0	0	0	0	0	0
East	PA	Liz	ForEvergreen_Roadside	9/13/2018	2018	9	13	5	115	8	0	4	0	0	0	0	0	0	0
East	PA	Liz	ForEvergreen_Near_Building	9/13/2018	2018	9	13	1	24	12	0	0	0	19	19	0	0	12.66666667	38
East	PA	Liz	ForEvergreen_Near_Building	9/13/2018	2018	9	13	2	18	10	0	0	0	0	0	0	0	0	0
East	PA	Liz	ForEvergreen_Near_Building	9/13/2018	2018	9	13	3	12	8	0	0	0	0	0	0	0	0	0
East	PA	Liz	ForEvergreen_Near_Building	9/13/2018	2018	9	13	4	116	0	0	6	0	0	0	0	0	0	0
East	PA	Liz	ForEvergreen_Near_Building	9/13/2018	2018	9	13	5	103	0	0	6	0	0	0	0	0	0	0
East	PA	Liz	ForEvergreen_Near_Barn	9/13/2018	2018	9	13	1	122	20	0	0	0	0	0	0	2	0	0
East	PA	Liz	ForEvergreen_Near_Barn	9/13/2018	2018	9	13	2	130	42	0	0	0	74	53	76	0	67.66666667	203
East	PA	Liz	ForEvergreen_Near_Barn	9/13/2018	2018	9	13	3	123	28	0	3	0	0	3	40	0	14.33333333	43
East	PA	Liz	ForEvergreen_Near_Barn	9/13/2018	2018	9	13	4	121	16	0	1	0	0	0	1	1	0.333333333	1
East	PA	Liz	ForEvergreen_Near_Barn	9/13/2018	2018	9	13	5	135	38	0	1	0	0	68	182	0	83.33333333	250
East	PA	Liz	Back_to_Nature_Field	9/16/2018	2018	9	16	1	49	12	0	0	0	0	0	0	1	0	0
East	PA	Liz	Back_to_Nature_Field	9/16/2018	2018	9	16	2	53	13	0	0	0	0	0	0	1	0	0
East	PA	Liz	Back_to_Nature_Field	9/16/2018	2018	9	16	5	39	12	0	0	0	38	3	0	0	13.66666667	41
East	PA	Liz	Back_to_Nature_Field	9/16/2018	2018	9	16	3	84	97	0	20	0	0	0	0	0	0	0
East	PA	Liz	Back_to_Nature_Field	9/16/2018	2018	9	16	4	47	136	0	0	0	8	0	17	0	8.333333333	25
East	PA	Liz	ESU_Fine_Arts	9/17/2018	2018	9	17	1	54	15	0	0	0	21	32	6	1	19.66666667	59
East	PA	Liz	ESU_Fine_Arts	9/17/2018	2018	9	17	2	68	26	0	0	0	1	4	26	0	10.33333333	31
East	PA	Liz	ESU_Fine_Arts	9/17/2018	2018	9	17	3	43	17	0	0	0	6	5	18	0	9.666666667	29
East	PA	Liz	ESU_Fine_Arts	9/17/2018	2018	9	17	4	79	24	0	0	0	73	49	92	1	71.33333333	214
East	PA	Liz	ESU_Fine_Arts	9/17/2018	2018	9	17	5	72	24	0	0	0	76	16	32	0	41.33333333	124
East	PA	Liz	Exxon_Milford_Road	9/20/2018	2018	9	20	1	68	16	0	0	0	0	0	0	0	0	0
East	PA	Liz	Exxon_Milford_Road	9/20/2018	2018	9	20	2	127	20	0	1	0	43	0	0	0	14.33333333	43
East	PA	Liz	Exxon_Milford_Road	9/20/2018	2018	9	20	3	86	16	0	0	0	0	0	0	0	0	0
East	PA	Liz	Exxon_Milford_Road	9/20/2018	2018	9	20	4	152	20	0	5	0	0	0	0	0	0	0
East	PA	Liz	Exxon_Milford_Road	9/20/2018	2018	9	20	5	121	19	0	4	0	0	0	0	0	0	0
East	PA	Liz	Milford_Rd_Thrift_Shop	9/20/2018	2018	9	20	1	117	20	0	0	0	0	0	0	0	0	0
East	PA	Liz	Milford_Rd_Thrift_Shop	9/20/2018	2018	9	20	2	86	16	0	0	0	0	0	0	0	0	0
East	PA	Liz	Milford_Rd_Thrift_Shop	9/20/2018	2018	9	20	3	103	9	0	0	0	0	0	0	0	0	0
East	PA	Liz	Milford_Rd_Thrift_Shop	9/20/2018	2018	9	20	4	78	17	0	0	0	0	0	0	0	0	0
East	PA	Liz	Milford_Rd_Thrift_Shop	9/20/2018	2018	9	20	5	71	11	0	0	0	0	0	0	0	0	0
East	PA	Liz	Zacharias_Pond	9/20/2018	2018	9	20	1	108	15	0	1	0	0	82	0	0	27.33333333	82
East	PA	Liz	Zacharias_Pond	9/20/2018	2018	9	20	2	154	23	0	23	0	1	41	69	0	37	111
East	PA	Liz	Zacharias_Pond	9/20/2018	2018	9	20	3	88	8	0	8	0	0	0	0	0	0	0
East	PA	Liz	Zacharias_Pond	9/20/2018	2018	9	20	4	119	11	0	11	0	0	0	0	0	0	0
East	PA	Liz	Zacharias_Pond	9/20/2018	2018	9	20	5	105	15	0	15	0	16	15	11	0	14	42
East	PA	Liz	Pine_Brook_Park	9/20/2018	2018	9	20	1	127	28	0	0	0	1	7	0	0	2.666666667	8
East	PA	Liz	Pine_Brook_Park	9/20/2018	2018	9	20	2	126	5	0	0	0	0	0	0	0	0	0
East	PA	Liz	Pine_Brook_Park	9/20/2018	2018	9	20	3	94	13	0	0	0	0	5	0	0	1.666666667	5
East	PA	Liz	Pine_Brook_Park	9/20/2018	2018	9	20	4	80	4	0	0	0	0	0	0	0	0	0
East	PA	Liz	Pine_Brook_Park	9/20/2018	2018	9	20	5	117	12	0	0	0	0	0	0	0	0	0
East	PA	Liz	Back_to_Nature_Driveway	9/23/2018	2018	9	23	1	147	10	0	3	0	143	86	41	0	90	270
East	PA	Liz	Back_to_Nature_Driveway	9/23/2018	2018	9	23	2	126	5	0	0	0	58	26	3	0	29	87
East	PA	Liz	Back_to_Nature_Driveway	9/23/2018	2018	9	23	3	102	22	0	0	0	5	37	0	0	14	42
East	PA	Liz	Back_to_Nature_Driveway	9/23/2018	2018	9	23	4	92	13	0	0	0	1	0	0	0	0.333333333	1
East	PA	Liz	Back_to_Nature_Driveway	9/23/2018	2018	9	23	5	122	6	0	1	0	74	43	0	0	39	117
East	PA	Liz	Cranberry_Bog	9/27/2018	2018	9	27	1	152	15	0	0	0	0	1	0	0	0.333333333	1
East	PA	Liz	Cranberry_Bog	9/27/2018	2018	9	27	2	34	15	0	0	0	0	0	96	0	32	96
East	PA	Liz	Cranberry_Bog	9/27/2018	2018	9	27	3	110	37	0	0	0	0	0	89	0	29.66666667	89
East	PA	Liz	Cranberry_Bog	9/27/2018	2018	9	27	4	115	8	0	2	0	0	0	0	1	0	0
East	PA	Liz	Cranberry_Bog	9/27/2018	2018	9	27	5	173	24	0	2	0	0	0	0	0	0	0
East	PA	Liz	Pocono_Park	9/27/2018	2018	9	27	1	59	19	0	0	0	0	0	0	0	0	0
East	PA	Liz	Pocono_Park	9/27/2018	2018	9	27	2	44	17	0	0	0	0	0	0	0	0	0
East	PA	Liz	Pocono_Park	9/27/2018	2018	9	27	3	60	15	0	0	0	0	0	0	0	0	0
East	PA	Liz	Pocono_Park	9/27/2018	2018	9	27	4	89	12	0	2	0	0	0	0	0	0	0
East	PA	Liz	Pocono_Park	9/27/2018	2018	9	27	5	72	17	0	0	0	0	0	0	0	0	0
East	PA	Liz	Top_of_Pocono_Park	9/27/2018	2018	9	27	1	86	27	0	0	0	0	0	0	0	0	0
East	PA	Liz	Top_of_Pocono_Park	9/27/2018	2018	9	27	2	106	19	0	4	0	0	0	0	0	0	0
East	PA	Liz	Top_of_Pocono_Park	9/27/2018	2018	9	27	3	105	11	0	9	0	0	0	0	0	0	0
East	PA	Liz	Top_of_Pocono_Park	9/27/2018	2018	9	27	4	125	13	0	5	0	0	0	0	0	0	0
East	PA	Liz	Top_of_Pocono_Park	9/27/2018	2018	9	27	5	134	20	0	6	0	0	0	0	0	0	0
East	PA	Liz	Camelback	9/27/2018	2018	9	27	1	21	9	0	0	0	0	0	0	0	0	0
East	PA	Liz	Camelback	9/27/2018	2018	9	27	2	37	11	0	0	0	0	0	0	0	0	0
East	PA	Liz	Camelback	9/27/2018	2018	9	27	3	71	17	0	0	0	0	0	0	0	0	0
East	PA	Liz	Camelback	9/27/2018	2018	9	27	4	103	6	0	3	0	0	0	10	0	3.333333333	10
East	PA	Liz	Camelback	9/27/2018	2018	9	27	5	68	13	0	0	0	0	8	0	0	2.666666667	8
East	PA	Liz	Outlets	9/27/2018	2018	9	27	1	52	10	0	0	0	0	0	0	0	0	0
East	PA	Liz	Outlets	9/27/2018	2018	9	27	2	155	25	0	7	0	0	0	0	0	0	0
East	PA	Liz	Outlets	9/27/2018	2018	9	27	3	142	20	0	1	0	0	2	0	0	0.666666667	2
East	PA	Liz	Outlets	9/27/2018	2018	9	27	4	147	22	0	5	0	0	0	0	0	0	0
East	PA	Liz	Outlets	9/27/2018	2018	9	27	5	118	15	0	2	0	1	0	0	0	0.333333333	1
East	PA	Liz	Stony_Acres_Entrance	9/27/2018	2018	9	27	1	97	22	0	3	0	0	3	4	0	2.333333333	7
East	PA	Liz	Stony_Acres_Entrance	9/27/2018	2018	9	27	2	88	24	0	0	0	0	0	6	0	2	6
East	PA	Liz	Stony_Acres_Entrance	9/27/2018	2018	9	27	3	40	34	0	0	0	37	15	1	0	17.66666667	53
East	PA	Liz	Stony_Acres_Entrance	9/27/2018	2018	9	27	4	52	21	0	0	0	3	53	68	0	41.33333333	124
East	PA	Liz	Stony_Acres_Entrance	9/27/2018	2018	9	27	5	65	19	0	0	0	0	17	5	0	7.333333333	22
East	PA	Liz	Glen_Park	10/4/2018	2018	10	4	1	152	23	0	0	0	0	0	0	0	0	0
East	PA	Liz	Glen_Park	10/4/2018	2018	10	4	2	193	19	0	5	0	56	0	3	0	19.66666667	59
