Region	State	Location	Year	Month	Indiv	Height_cm	NumLeaves	NumInfl.	Pods_num	NumAphidsPods	Top	Middle	Bottom	NumCaterpillars	AvgAphidsPerLeaf	Total_aphids_leaves	Aphids_plant
East	PA	Forevergreen_	2019	6	5	83	18	4	0	0	0	0	0	0	0	0	0
East	PA	Forevergreen_	2019	6	6	84	22	4	0	0	0	0	0	0	0	0	0
East	PA	Forevergreen_	2019	6	7	102	24	5	0	0	0	0	0	0	0	0	0
East	PA	Forevergreen_	2019	6	8	89	17	5	0	0	0	0	0	0	0	0	0
East	PA	Forevergreen_	2019	6	9	93	20	4	0	0	0	0	0	0	0	0	0
East	PA	Forevergreen_	2019	6	10	73	22	3	0	0	0	0	0	0	0	0	0
East	PA	Cherry_Valley_B	2019	.	1	137	59	5	0	0	1	16	43	0	20	60	1180
East	PA	Cherry_Valley_B	2019	.	2	134	32	2	0	0	5	25	17	0	15.66666667	47	501.3333333
East	PA	Cherry_Valley_B	2019	.	3	139	47	2	0	0	1	12	4	0	5.666666667	17	266.3333333
East	PA	Cherry_Valley_B	2019	.	4	114	22	0	0	0	1	5	11	0	5.666666667	17	124.6666667
East	PA	Cherry_Valley_B	2019	.	5	124	32	3	0	0	3	7	3	0	4.333333333	13	138.6666667
East	PA	Cherry_Valley_B	2019	.	6	120	23	0	0	0	6	2	5	0	4.333333333	13	99.66666667
East	PA	Cherry_Valley_B	2019	.	7	110	21	0	0	0	2	7	14	0	7.666666667	23	161
East	PA	Cherry_Valley_B	2019	.	8	109	22	0	0	0	0	9	4	0	4.333333333	13	95.33333333
East	PA	Cherry_Valley_B	2019	.	9	102	22	0	0	0	1	35	2	0	12.66666667	38	278.6666667
East	PA	Cherry_Valley_B	2019	.	10	137	29	2	1	0	2	6	4	0	4	12	116
East	PA	Cherry_Valley_A	2019	.	1	84	25	0	0	0	0	0	0	0	0	0	0
East	PA	Cherry_Valley_A	2019	.	2	104	26	0	0	0	0	3	0	0	1	3	26
East	PA	Cherry_Valley_A	2019	.	3	136	43	0	0	0	2	3	0	0	1.666666667	5	71.66666667
East	PA	Cherry_Valley_A	2019	.	4	114	28	0	0	0	0	0	2	0	0.666666667	2	18.66666667
East	PA	Cherry_Valley_A	2019	.	5	100	21	0	0	0	0	2	0	0	0.666666667	2	14
East	PA	Cherry_Valley_A	2019	.	6	129	36	0	7	0	1	1	0	0	0.666666667	2	24
East	PA	Cherry_Valley_A	2019	.	7	109	27	0	6	0	5	2	2	0	3	9	81
East	PA	Cherry_Valley_A	2019	.	8	111	26	0	0	0	2	1	1	0	1.333333333	4	34.66666667
East	PA	Cherry_Valley_A	2019	.	9	116	30	0	0	0	0	2	6	0	2.666666667	8	80
East	PA	Cherry_Valley_A	2019	.	10	122	29	1	9	0	0	1	1	0	0.666666667	2	19.33333333
East	PA	3	2019	6	1	47	26	1	0	0	1	0	0	0	0.333333333	1	8.666666667
East	PA	3	2019	6	2	63	20	0	0	0	0	0	0	0	0	0	0
East	PA	3	2019	6	3	41	18	1	0	0	0	0	0	0	0	0	0
East	PA	3	2019	6	4	42	14	0	0	0	1	0	0	0	0.333333333	1	4.666666667
East	PA	3	2019	6	5	75	16	4	0	0	0	1	0	0	0.333333333	1	5.333333333
East	PA	3	2019	6	6	64	19	2	0	0	0	0	0	0	0	0	0
East	PA	3	2019	6	7	19	2	0	0	0	0	0	0	0	0	0	0
East	PA	3	2019	6	8	31	24	0	0	0	0	1	0	0	0.333333333	1	8
East	PA	3	2019	6	11	21	10	0	0	0	0	0	0	0	0	0	0
East	PA	3	2019	6	10	31	26	0	0	0	0	0	0	0	0	0	0
East	PA	5	2019	6	1	63	23	2	0	0	0	0	0	0	0	0	0
East	PA	5	2019	6	2	46	18	0	0	0	0	0	0	0	0	0	0
East	PA	5	2019	6	3	27	12	0	0	0	0	0	0	0	0	0	0
East	PA	5	2019	6	4	50	24	1	0	0	1	1	0	0	0.666666667	2	16
East	PA	5	2019	6	5	37	14	0	0	0	2	0	0	0	0.666666667	2	9.333333333
East	PA	5	2019	6	6	61	18	0	0	0	0	0	0	0	0	0	0
East	PA	5	2019	6	7	53	14	0	0	0	1	0	0	0	0.333333333	1	4.666666667
East	PA	5	2019	6	8	58	17	2	0	0	0	0	0	0	0	0	0
East	PA	5	2019	6	9	23	16	0	0	0	0	0	0	0	0	0	0
East	PA	5	2019	6	10	56	24	0	0	0	0	3	1	0	1.333333333	4	32
East	PA	1	2019	6	1	28	15	0	0	0	0	0	0	0	0	0	0
East	PA	1	2019	6	2	74	24	0	0	0	0	0	0	0	0	0	0
East	PA	1	2019	6	3	76	22	3	0	0	0	0	0	0	0	0	0
East	PA	1	2019	6	4	86	24	0	0	0	0	0	0	0	0	0	0
East	PA	1	2019	6	5	56	21	0	0	0	0	0	0	0	0	0	0
East	PA	1	2019	6	6	34	16	0	0	0	0	0	0	0	0	0	0
East	PA	1	2019	6	7	103	24	0	0	0	0	0	0	0	0	0	0
East	PA	1	2019	6	8	93	22	2	0	0	0	0	0	0	0	0	0
East	PA	1	2019	6	11	77	30	0	0	0	0	0	0	0	0	0	0
East	PA	1	2019	6	10	49	18	0	0	0	0	0	0	0	0	0	0
East	PA	2	2019	6	1	33	15	0	0	0	0	0	0	0	0	0	0
East	PA	2	2019	6	2	79	23	2	0	0	0	0	0	0	0	0	0
East	PA	2	2019	6	3	67	24	0	0	0	0	0	0	0	0	0	0
East	PA	2	2019	6	4	55	28	0	0	0	0	0	0	0	0	0	0
East	PA	2	2019	6	5	64	20	0	0	0	0	0	0	0	0	0	0
East	PA	2	2019	6	6	11	8	0	0	0	0	0	0	0	0	0	0
East	PA	2	2019	6	7	38	18	0	0	0	0	0	0	0	0	0	0
East	PA	2	2019	6	9	94	24	0	0	0	0	0	0	0	0	0	0
East	PA	2	2019	6	10	44	19	0	0	0	0	0	0	0	0	0	0
East	PA	4	2019	6	1	59	16	0	0	0	0	0	0	0	0	0	0
East	PA	4	2019	6	2	48	12	0	0	0	0	0	0	0	0	0	0
East	PA	4	2019	6	3	55	20	0	0	0	0	0	0	0	0	0	0
East	PA	4	2019	6	4	54	20	0	0	0	0	0	0	0	0	0	0
East	PA	4	2019	6	5	63	17	1	0	0	0	0	0	0	0	0	0
East	PA	4	2019	6	6	68	14	0	0	0	0	0	0	0	0	0	0
East	PA	4	2019	6	7	44	17	0	0	0	0	0	0	0	0	0	0
East	PA	4	2019	6	8	79	28	4	0	0	0	0	4	0	1.333333333	4	37.33333333
East	PA	4	2019	6	9	72	28	3	0	0	0	0	0	0	0	0	0
East	PA	4	2019	6	10	91	22	1	0	0	0	0	0	0	0	0	0
East	PA	6	2019	6	1	24	10	0	0	0	0	0	0	0	0	0	0
East	PA	6	2019	6	2	46	17	2	0	0	0	0	0	0	0	0	0
East	PA	6	2019	6	3	35	14	0	0	0	0	0	0	0	0	0	0
East	PA	6	2019	6	4	58	20	2	0	0	0	0	0	0	0	0	0
East	PA	6	2019	6	5	36	19	0	0	0	0	0	0	0	0	0	0
East	PA	6	2019	6	6	32	14	0	0	0	0	0	0	0	0	0	0
East	PA	6	2019	6	7	31	14	0	0	0	0	0	0	0	0	0	0
East	PA	6	2019	6	8	35	14	0	0	0	0	0	0	0	0	0	0
East	PA	6	2019	6	9	29	13	0	0	0	0	0	0	0	0	0	0
East	PA	6	2019	6	10	33	17	0	0	0	0	0	0	0	0	0	0
East	PA	Forevergreen_	2019	6	1	104	18	2	0	14	10	4	0	0	4.666666667	14	84
East	PA	Forevergreen_	2019	6	2	102	18	5	0	2	1	1	0	0	0.666666667	2	12
East	PA	Forevergreen_	2019	6	3	111	16	5	0	1	0	0	1	0	0.333333333	1	5.333333333
East	PA	Forevergreen_	2019	6	4	105	20	4	0	7	3	2	2	0	2.333333333	7	46.66666667
East	PA	Forevergreen_	2019	6	5	96	20	4	0	0	0	0	0	0	0	0	0
East	PA	Forevergreen_	2019	6	6	92	22	4	0	1	0	1	0	0	0.333333333	1	7.333333333
East	PA	Forevergreen_	2019	6	7	122	21	5	0	8	1	3	4	0	2.666666667	8	56
East	PA	Forevergreen_	2019	6	8	102	19	4	0	0	0	0	0	0	0	0	0
East	PA	Forevergreen_	2019	6	9	107	20	4	0	0	0	0	0	0	0	0	0
East	PA	Forevergreen_	2019	6	10	97	24	3	0	2	1	1	0	0	0.666666667	2	16
East	PA	Cherry_Valley_B	2019	6	1	108	50	5	0	10	1	1	8	0	3.333333333	10	166.6666667
East	PA	Cherry_Valley_B	2019	6	2	115	31	4	0	2	1	0	1	0	0.666666667	2	20.66666667
East	PA	Cherry_Valley_B	2019	6	3	125	37	6	0	8	1	1	3	0	1.666666667	5	61.66666667
East	PA	Cherry_Valley_B	2019	6	4	108	23	2	0	6	2	4	3	0	3	9	69
East	PA	Cherry_Valley_B	2019	6	5	107	26	3	0	4	1	2	1	0	1.333333333	4	34.66666667
East	PA	Cherry_Valley_B	2019	6	6	110	18	5	0	2	1	0	1	0	0.666666667	2	12
East	PA	Cherry_Valley_B	2019	6	7	109	20	4	0	2	1	1	0	0	0.666666667	2	13.33333333
East	PA	Cherry_Valley_B	2019	6	8	101	18	3	0	4	3	1	0	0	1.333333333	4	24
East	PA	Cherry_Valley_B	2019	6	9	93	21	0	0	10	3	2	5	0	3.333333333	10	70
East	PA	Cherry_Valley_B	2019	6	10	173	25	3	0	7	2	1	4	0	2.333333333	7	58.33333333
East	PA	Cherry_Valley_A	2019	6	1	84	19	0	0	7	3	4	0	0	2.333333333	7	44.33333333
East	PA	Cherry_Valley_A	2019	6	2	105	22	0	0	6	2	4	0	0	2	6	44
East	PA	Cherry_Valley_A	2019	6	3	116	28	0	0	12	8	4	0	0	4	12	112
East	PA	Cherry_Valley_A	2019	6	4	102	24	0	0	1	1	0	0	0	0.333333333	1	8
East	PA	Cherry_Valley_A	2019	6	5	94	20	0	0	1	0	0	1	0	0.333333333	1	6.666666667
East	PA	Cherry_Valley_A	2019	6	6	118	33	3	0	3	0	2	1	0	1	3	33
East	PA	Cherry_Valley_A	2019	6	7	109	26	4	0	3	1	2	0	0	1	3	26
East	PA	Cherry_Valley_A	2019	6	8	104	23	0	0	2	1	0	1	0	0.666666667	2	15.33333333
East	PA	Cherry_Valley_A	2019	6	9	91	22	0	0	1	0	1	0	0	0.333333333	1	7.333333333
East	PA	Cherry_Valley_A	2019	6	10	126	32	4	0	9	3	5	1	0	3	9	96
East	PA	1	2019	6	1	30	12	0	0	0	0	0	0	0	0	0	0
East	PA	1	2019	6	2	86	24	0	0	0	0	0	0	0	0	0	0
East	PA	1	2019	6	3	88	24	3	0	0	0	0	0	0	0	0	0
East	PA	1	2019	6	4	94	26	0	0	0	0	0	0	0	0	0	0
East	PA	1	2019	6	5	62	19	0	0	0	0	0	0	0	0	0	0
East	PA	1	2019	6	6	41	15	0	0	0	0	0	0	0	0	0	0
East	PA	1	2019	6	7	117	23	0	0	0	0	0	0	0	0	0	0
East	PA	1	2019	6	8	95	19	3	0	0	0	0	0	0	0	0	0
East	PA	1	2019	6	11	74	27	0	0	0	0	0	0	0	0	0	0
East	PA	1	2019	6	10	51	18	0	0	0	0	0	0	0	0	0	0
East	PA	2	2019	6	1	36	12	0	0	0	0	0	0	0	0	0	0
East	PA	2	2019	6	2	86	28	1	0	0	0	0	0	0	0	0	0
East	PA	2	2019	6	3	69	24	0	0	0	0	0	0	0	0	0	0
East	PA	2	2019	6	4	57	26	0	0	0	0	0	0	0	0	0	0
East	PA	2	2019	6	5	62	19	0	0	0	0	0	0	0	0	0	0
East	PA	2	2019	6	6	12	8	0	0	0	0	0	0	0	0	0	0
East	PA	2	2019	6	7	39	20	0	0	0	0	0	0	0	0	0	0
East	PA	2	2019	6	12	13	8	0	0	0	0	0	0	0	0	0	0
East	PA	2	2019	6	9	102	26	0	0	0	0	0	0	0	0	0	0
East	PA	2	2019	6	10	41	17	0	0	0	0	0	0	0	0	0	0
East	PA	3	2019	6	1	66	32	3	0	0	0	14	0	0	4.666666667	14	149.3333333
East	PA	3	2019	6	2	84	26	1	0	0	0	0	0	0	0	0	0
East	PA	3	2019	6	3	49	15	0	0	0	0	0	0	0	0	0	0
East	PA	3	2019	6	4	51	19	0	0	0	0	0	0	0	0	0	0
East	PA	3	2019	6	5	91	18	3	0	0	0	1	0	0	0.333333333	1	6
East	PA	3	2019	6	6	62	28	1	0	0	0	2	0	0	0.666666667	2	18.66666667
East	PA	3	2019	6	12	13	12	0	0	0	0	0	0	0	0	0	0
East	PA	3	2019	6	8	36	27	0	0	0	0	0	0	0	0	0	0
East	PA	3	2019	6	11	16	4	0	0	0	0	0	0	0	0	0	0
East	PA	3	2019	6	10	34	21	0	0	0	0	0	0	0	0	0	0
East	PA	4	2019	6	1	55	12	0	0	0	0	0	0	0	0	0	0
East	PA	4	2019	6	2	46	20	0	0	0	0	0	0	0	0	0	0
East	PA	4	2019	6	3	64	12	0	0	0	0	0	0	0	0	0	0
East	PA	4	2019	6	4	65	21	1	0	0	0	0	0	0	0	0	0
East	PA	4	2019	6	11	30	12	0	0	0	0	0	0	0	0	0	0
East	PA	4	2019	6	6	68	13	0	0	0	0	0	0	0	0	0	0
East	PA	4	2019	6	7	51	20	0	0	0	0	0	0	0	0	0	0
East	PA	4	2019	6	8	95	30	5	0	0	0	1	5	0	2	6	60
East	PA	4	2019	6	9	83	32	3	0	0	0	0	0	0	0	0	0
East	PA	4	2019	6	10	83	23	1	0	0	0	0	0	0	0	0	0
East	PA	5	2019	6	1	86	30	5	0	0	0	2	0	0	0.666666667	2	20
East	PA	5	2019	6	2	57	26	0	0	0	1	0	2	0	1	3	26
East	PA	5	2019	6	3	54	16	0	0	0	0	0	0	0	0	0	0
East	PA	5	2019	6	4	61	28	3	0	0	0	0	0	0	0	0	0
East	PA	5	2019	6	5	41	16	0	0	0	1	0	0	0	0.333333333	1	5.333333333
East	PA	5	2019	6	6	82	27	0	0	0	0	0	0	0	0	0	0
East	PA	5	2019	6	7	61	16	0	0	0	0	0	0	0	0	0	0
East	PA	5	2019	6	8	62	22	0	0	0	0	0	0	0	0	0	0
East	PA	5	2019	6	9	31	20	0	0	0	0	1	0	0	0.333333333	1	6.666666667
East	PA	5	2019	6	10	66	30	1	0	0	0	0	0	0	0	0	0
East	PA	6	2019	6	1	24	12	0	0	0	0	0	0	0	0	0	0
East	PA	6	2019	6	2	47	20	2	0	0	0	0	0	0	0	0	0
East	PA	6	2019	6	3	27	14	0	0	0	0	0	0	0	0	0	0
East	PA	6	2019	6	4	64	20	2	0	0	0	0	0	0	0	0	0
East	PA	6	2019	6	5	39	20	0	0	0	0	0	0	0	0	0	0
East	PA	6	2019	6	6	32	16	0	0	0	0	0	0	0	0	0	0
East	PA	6	2019	6	7	28	12	0	0	0	0	0	0	0	0	0	0
East	PA	6	2019	6	8	37	14	0	0	0	0	0	0	0	0	0	0
East	PA	6	2019	6	9	30	14	0	0	0	0	0	0	0	0	0	0
East	PA	6	2019	6	10	34	17	0	0	0	0	0	0	0	0	0	0
East	PA	Cherry_Valley_A	2019	7	1	75	21	0	0	2	1	1	0	0	0.666666667	2	14
East	PA	Cherry_Valley_A	2019	7	2	104	22	0	0	8	1	5	2	0	2.666666667	8	58.66666667
East	PA	Cherry_Valley_A	2019	7	3	120	25	0	0	5	2	2	1	0	1.666666667	5	41.66666667
East	PA	Cherry_Valley_A	2019	7	4	106	26	0	0	4	1	0	3	0	1.333333333	4	34.66666667
East	PA	Cherry_Valley_A	2019	7	5	93	19	0	0	1	0	1	0	0	0.333333333	1	6.333333333
East	PA	Cherry_Valley_A	2019	7	6	125	36	3	0	0	0	3	2	0	1.666666667	5	60
East	PA	Cherry_Valley_A	2019	7	7	110	25	5	0	0	1	0	0	0	0.333333333	1	8.333333333
East	PA	Cherry_Valley_A	2019	7	8	110	25	0	0	0	1	0	0	0	0.333333333	1	8.333333333
East	PA	Cherry_Valley_A	2019	7	9	105	28	0	0	0	0	1	0	0	0.333333333	1	9.333333333
East	PA	Cherry_Valley_A	2019	7	10	123	30	4	0	2	0	1	1	0	0.666666667	2	20
East	PA	Cherry_Valley_B	2019	7	1	119	50	5	0	21	1	6	14	0	7	21	350
East	PA	Cherry_Valley_B	2019	7	2	130	31	4	0	15	4	6	5	0	5	15	155
East	PA	Cherry_Valley_B	2019	7	3	135	42	5	0	13	3	6	4	0	4.333333333	13	182
East	PA	Cherry_Valley_B	2019	7	4	105	20	2	0	6	1	1	4	0	2	6	40
East	PA	Cherry_Valley_B	2019	7	5	114	29	3	0	18	1	12	5	0	6	18	174
East	PA	Cherry_Valley_B	2019	7	6	115	20	4	0	4	0	3	1	0	1.333333333	4	26.66666667
East	PA	Cherry_Valley_B	2019	7	7	109	20	2	0	9	6	3	1	0	3.333333333	10	66.66666667
East	PA	Cherry_Valley_B	2019	7	8	107	20	1	0	30	8	12	10	0	10	30	200
East	PA	Cherry_Valley_B	2019	7	9	91	22	0	0	18	5	6	7	0	6	18	132
East	PA	Cherry_Valley_B	2019	7	10	116	25	3	0	9	1	3	6	0	3.333333333	10	83.33333333
